3*, State-gov, *****, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K,
4*, Private, *****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K,
3*, Self-emp-not-inc, 2*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K,
6*, Self-emp-not-inc, *****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 24, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
2*, Private, 2*****, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 27828, 0, 55, United-States, >50K,
3*, Private, 2*****, Some-college, 10, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, Greece, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
2*, Local-gov, 1*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 44, United-States, <=50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Self-emp-inc, 2*****, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, 10th, 6, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, ?, 2*****, HS-grad, 9, Separated, ?, Unmarried, White, Female, 0, 0, 20, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Male, 0, 0, 45, United-States, <=50K,
4*, Private, 2*****, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 1719, 30, United-States, <=50K,
2*, ?, 1*****, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K,
4*, Self-emp-not-inc, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K,
3*, Private, *****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K,
4*, Private, *****, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 32, United-States, >50K,
2*, Local-gov, 3*****, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 2*****, Some-college, 10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 14084, 0, 16, United-States, >50K,
5*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 55, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 48, United-States, >50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 30, United-States, >50K,
2*, Private, 2*****, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K,
3*, Private, 3*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K,
2*, Private, 1*****, 9th, 5, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
3*, Local-gov, 2*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K,
5*, Self-emp-not-inc, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K,
3*, Private, 3*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 36, United-States, >50K,
2*, Private, 3*****, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 20, United-States, <=50K,
2*, Private, 1*****, 11th, 7, Divorced, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 37, United-States, >50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K,
5*, Private, 3*****, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K,
2*, Private, *****, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 36, United-States, <=50K,
3*, State-gov, 1*****, Some-college, 10, Separated, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Priv-house-serv, Unmarried, Black, Female, 0, 0, 28, ?, <=50K,
3*, Self-emp-not-inc, *****, HS-grad, 9, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
4*, Self-emp-not-inc, 3*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 70, United-States, >50K,
4*, Self-emp-not-inc, 2*****, 12th, 8, Divorced, Craft-repair, Other-relative, Black, Male, 0, 0, 35, United-States, <=50K,
2*, Private, *****, Assoc-voc, 11, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
6*, Self-emp-inc, 1*****, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 60, Canada, >50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K,
5*, Private, *****, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Laos, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 16, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K,
2*, ?, 1*****, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, >50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K,
3*, Self-emp-inc, 1*****, 10th, 6, Never-married, Transport-moving, Not-in-family, White, Male, 0, 2559, 50, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Japan, >50K,
4*, Local-gov, 2*****, HS-grad, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 25, United-States, <=50K,
1*, Private, 1*****, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, ?, 3*****, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K,
5*, Private, 1*****, Bachelors, 13, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, 10th, 6, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, *****, Bachelors, 13, Never-married, Sales, Own-child, Black, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, 9th, 5, Divorced, Other-service, Own-child, White, Female, 0, 0, 50, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, Mexico, >50K,
4*, Private, *****, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
2*, Private, 3*****, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, 10th, 6, Divorced, Adm-clerical, Unmarried, Other, Female, 0, 0, 42, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, *****, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 48, United-States, >50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, ?, >50K,
3*, Private, *****, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K,
5*, Private, 1*****, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 45, United-States, >50K,
5*, Private, 1*****, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 7298, 0, 40, United-States, >50K,
4*, Private, 1*****, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, >50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States, >50K,
2*, Private, *****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
3*, Self-emp-inc, 1*****, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
6*, ?, 1*****, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 2329, 0, 15, United-States, <=50K,
6*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 9386, 0, 40, United-States, >50K,
3*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K,
2*, Self-emp-not-inc, 1*****, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, 10th, 6, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 60, United-States, >50K,
4*, Private, *****, Some-college, 10, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K,
5*, Local-gov, 3*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 60, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Local-gov, 1*****, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K,
3*, Private, *****, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 8614, 0, 60, United-States, >50K,
4*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Local-gov, 2*****, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 43, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Self-emp-not-inc, 2*****, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 75, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Japan, <=50K,
5*, ?, 1*****, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K,
2*, Private, 3*****, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, Mexico, <=50K,
2*, Self-emp-not-inc, 2*****, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K,
4*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 68, United-States, >50K,
2*, Private, 1*****, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, Poland, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 30, Jamaica, <=50K,
5*, Self-emp-not-inc, 3*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K,
6*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 2414, 0, 5, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Never-married, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 3*****, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K,
6*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2290, 0, 40, Greece, <=50K,
5*, ?, 1*****, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 0, 0, 10, United-States, <=50K,
3*, Federal-gov, 3*****, Assoc-acdm, 12, Divorced, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, 10th, 6, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, *****, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K,
4*, Self-emp-inc, 1*****, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 42, United-States, <=50K,
5*, Private, 1*****, 9th, 5, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
3*, ?, 1*****, 10th, 6, Divorced, ?, Unmarried, White, Female, 0, 0, 16, ?, <=50K,
4*, Private, 1*****, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K,
3*, Private, *****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K,
2*, Private, *****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, State-gov, 1*****, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
4*, Self-emp-inc, *****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K,
4*, Local-gov, *****, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 7688, 0, 50, United-States, >50K,
3*, Private, 3*****, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K,
4*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 98, United-States, <=50K,
5*, Self-emp-not-inc, 2*****, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 8, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K,
5*, Local-gov, *****, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, 11th, 7, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, *****, 12th, 8, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 80, United-States, >50K,
5*, Private, 2*****, 9th, 5, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K,
3*, Private, *****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 43, United-States, <=50K,
1*, State-gov, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 10, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 18, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, 9th, 5, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 3*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, 9th, 5, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 23, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, HS-grad, 9, Divorced, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K,
5*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K,
4*, Private, 1*****, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K,
2*, Local-gov, *****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States, >50K,
4*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 2*****, 10th, 6, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Private, 1*****, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 24, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States, <=50K,
4*, Private, 3*****, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 3*****, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 41, United-States, <=50K,
3*, Private, *****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Private, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, 2*****, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K,
5*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Local-gov, *****, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K,
5*, Private, 2*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
6*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K,
5*, Private, 1*****, 12th, 8, Married-civ-spouse, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K,
4*, Federal-gov, 2*****, Masters, 14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 10520, 0, 50, United-States, >50K,
4*, Local-gov, 2*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 55, United-States, >50K,
4*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K,
4*, Private, 2*****, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 2258, 48, Philippines, <=50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 50, United-States, <=50K,
6*, Private, *****, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, <=50K,
5*, Private, 3*****, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
2*, ?, 2*****, 5th-6th, 3, Married-civ-spouse, ?, Wife, Other, Female, 0, 0, 40, Mexico, <=50K,
4*, Private, *****, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K,
4*, Federal-gov, 1*****, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
6*, State-gov, 2*****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, England, >50K,
3*, Private, 2*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
